"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","02.10.2021 14:00 - 02.10.2021 15:00 (CET)","404","n/e","n/e","71","115","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","203","67","151","84"
"BZN|DK2","02.10.2021 15:00 - 02.10.2021 16:00 (CET)","405","n/e","n/e","70","115","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","235","65","171","89"
"BZN|DK2","02.10.2021 16:00 - 02.10.2021 17:00 (CET)","404","n/e","n/e","70","113","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","67","250","123"
"BZN|DK2","02.10.2021 17:00 - 02.10.2021 18:00 (CET)","408","n/e","n/e","72","116","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","68","328","158"
"BZN|DK2","02.10.2021 18:00 - 02.10.2021 19:00 (CET)","407","n/e","n/e","72","116","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","67","317","178"
"BZN|DK2","02.10.2021 19:00 - 02.10.2021 20:00 (CET)","394","n/e","n/e","74","119","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","358","220"
"BZN|DK2","02.10.2021 20:00 - 02.10.2021 21:00 (CET)","250","n/e","n/e","64","104","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","476","184"
"BZN|DK2","02.10.2021 21:00 - 02.10.2021 22:00 (CET)","183","n/e","n/e","46","71","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","651","205"
"BZN|DK2","02.10.2021 22:00 - 02.10.2021 23:00 (CET)","173","n/e","n/e","39","59","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","861","253"
"BZN|DK2","02.10.2021 23:00 - 03.10.2021 00:00 (CET)","152","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","899","322"
"BZN|DK2","03.10.2021 00:00 - 03.10.2021 01:00 (CET)","146","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","843","349"
"BZN|DK2","03.10.2021 01:00 - 03.10.2021 02:00 (CET)","139","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","240","337"
"BZN|DK2","03.10.2021 02:00 - 03.10.2021 03:00 (CET)","139","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","200","352"
"BZN|DK2","03.10.2021 03:00 - 03.10.2021 04:00 (CET)","138","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","200","409"
"BZN|DK2","03.10.2021 04:00 - 03.10.2021 05:00 (CET)","138","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","200","422"
"BZN|DK2","03.10.2021 05:00 - 03.10.2021 06:00 (CET)","138","n/e","n/e","28","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","200","417"
"BZN|DK2","03.10.2021 06:00 - 03.10.2021 07:00 (CET)","139","n/e","n/e","26","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","298","409"
"BZN|DK2","03.10.2021 07:00 - 03.10.2021 08:00 (CET)","140","n/e","n/e","26","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","52","630","405"
"BZN|DK2","03.10.2021 08:00 - 03.10.2021 09:00 (CET)","140","n/e","n/e","26","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","38","52","761","459"
"BZN|DK2","03.10.2021 09:00 - 03.10.2021 10:00 (CET)","134","n/e","n/e","29","44","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","53","903","525"
"BZN|DK2","03.10.2021 10:00 - 03.10.2021 11:00 (CET)","127","n/e","n/e","36","55","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","54","905","517"
"BZN|DK2","03.10.2021 11:00 - 03.10.2021 12:00 (CET)","119","n/e","n/e","34","51","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","52","911","493"
"BZN|DK2","03.10.2021 12:00 - 03.10.2021 13:00 (CET)","158","n/e","n/e","36","55","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","152","53","911","479"
"BZN|DK2","03.10.2021 13:00 - 03.10.2021 14:00 (CET)","165","n/e","n/e","38","57","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184","54","911","463"
"BZN|DK2","03.10.2021 14:00 - 03.10.2021 15:00 (CET)","169","n/e","n/e","35","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","194","61","911","463"
"BZN|DK2","03.10.2021 15:00 - 03.10.2021 16:00 (CET)","155","n/e","n/e","35","54","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","61","916","466"
"BZN|DK2","03.10.2021 16:00 - 03.10.2021 17:00 (CET)","162","n/e","n/e","39","60","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","61","927","472"
"BZN|DK2","03.10.2021 17:00 - 03.10.2021 18:00 (CET)","163","n/e","n/e","42","65","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","63","930","446"
"BZN|DK2","03.10.2021 18:00 - 03.10.2021 19:00 (CET)","147","n/e","n/e","38","58","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","62","929","375"
"BZN|DK2","03.10.2021 19:00 - 03.10.2021 20:00 (CET)","126","n/e","n/e","36","55","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","929","335"
"BZN|DK2","03.10.2021 20:00 - 03.10.2021 21:00 (CET)","126","n/e","n/e","37","57","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","819","317"
"BZN|DK2","03.10.2021 21:00 - 03.10.2021 22:00 (CET)","141","n/e","n/e","37","56","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","777","296"
"BZN|DK2","03.10.2021 22:00 - 03.10.2021 23:00 (CET)","127","n/e","n/e","35","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","908","259"
"BZN|DK2","03.10.2021 23:00 - 04.10.2021 00:00 (CET)","147","n/e","n/e","34","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","867","226"
"BZN|DK2","04.10.2021 00:00 - 04.10.2021 01:00 (CET)","149","n/e","n/e","35","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","706","126"
"BZN|DK2","04.10.2021 01:00 - 04.10.2021 02:00 (CET)","189","n/e","n/e","32","52","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","495","94"
"BZN|DK2","04.10.2021 02:00 - 04.10.2021 03:00 (CET)","201","n/e","n/e","32","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","272","98"
"BZN|DK2","04.10.2021 03:00 - 04.10.2021 04:00 (CET)","312","n/e","n/e","32","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","243","114"
"BZN|DK2","04.10.2021 04:00 - 04.10.2021 05:00 (CET)","210","n/e","n/e","33","53","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","258","121"
"BZN|DK2","04.10.2021 05:00 - 04.10.2021 06:00 (CET)","186","n/e","n/e","34","55","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","292","129"
"BZN|DK2","04.10.2021 06:00 - 04.10.2021 07:00 (CET)","322","n/e","n/e","56","78","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","267","111"
"BZN|DK2","04.10.2021 07:00 - 04.10.2021 08:00 (CET)","375","n/e","n/e","73","105","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","65","256","119"
"BZN|DK2","04.10.2021 08:00 - 04.10.2021 09:00 (CET)","404","n/e","n/e","86","127","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","68","254","113"
"BZN|DK2","04.10.2021 09:00 - 04.10.2021 10:00 (CET)","401","n/e","n/e","92","135","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","69","231","110"
"BZN|DK2","04.10.2021 10:00 - 04.10.2021 11:00 (CET)","444","n/e","n/e","135","149","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","80","257","128"
"BZN|DK2","04.10.2021 11:00 - 04.10.2021 12:00 (CET)","455","n/e","n/e","162","149","210","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","85","336","133"
"BZN|DK2","04.10.2021 12:00 - 04.10.2021 13:00 (CET)","482","n/e","n/e","155","135","217","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","77","343","127"
"BZN|DK2","04.10.2021 13:00 - 04.10.2021 14:00 (CET)","493","n/e","n/e","108","133","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","57","61","309","120"
"BZN|DK2","04.10.2021 14:00 - 04.10.2021 15:00 (CET)","484","n/e","n/e","91","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","44","64","323","133"
"BZN|DK2","04.10.2021 15:00 - 04.10.2021 16:00 (CET)","489","n/e","n/e","90","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","65","276","120"
"BZN|DK2","04.10.2021 16:00 - 04.10.2021 17:00 (CET)","495","n/e","n/e","99","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","67","226","149"
"BZN|DK2","04.10.2021 17:00 - 04.10.2021 18:00 (CET)","512","n/e","n/e","80","125","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","67","270","145"
"BZN|DK2","04.10.2021 18:00 - 04.10.2021 19:00 (CET)","402","n/e","n/e","81","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","66","277","124"
"BZN|DK2","04.10.2021 19:00 - 04.10.2021 20:00 (CET)","404","n/e","n/e","82","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","332","134"
"BZN|DK2","04.10.2021 20:00 - 04.10.2021 21:00 (CET)","446","n/e","n/e","79","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","352","159"
"BZN|DK2","04.10.2021 21:00 - 04.10.2021 22:00 (CET)","480","n/e","n/e","75","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","403","172"
"BZN|DK2","04.10.2021 22:00 - 04.10.2021 23:00 (CET)","486","n/e","n/e","74","115","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","407","176"
"BZN|DK2","04.10.2021 23:00 - 05.10.2021 00:00 (CET)","343","n/e","n/e","71","114","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","369","163"
"BZN|DK2","05.10.2021 00:00 - 05.10.2021 01:00 (CET)","403","n/e","n/e","70","114","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","314","169"
"BZN|DK2","05.10.2021 01:00 - 05.10.2021 02:00 (CET)","303","n/e","n/e","70","114","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","222","151"
"BZN|DK2","05.10.2021 02:00 - 05.10.2021 03:00 (CET)","276","n/e","n/e","71","116","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","117","119"
"BZN|DK2","05.10.2021 03:00 - 05.10.2021 04:00 (CET)","276","n/e","n/e","70","114","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","62","84"
"BZN|DK2","05.10.2021 04:00 - 05.10.2021 05:00 (CET)","285","n/e","n/e","69","112","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","42","65"
"BZN|DK2","05.10.2021 05:00 - 05.10.2021 06:00 (CET)","446","n/e","n/e","65","106","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","49","72"
"BZN|DK2","05.10.2021 06:00 - 05.10.2021 07:00 (CET)","500","n/e","n/e","76","110","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","115","93"
"BZN|DK2","05.10.2021 07:00 - 05.10.2021 08:00 (CET)","341","n/e","n/e","84","122","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","65","160","123"
"BZN|DK2","05.10.2021 08:00 - 05.10.2021 09:00 (CET)","157","n/e","n/e","152","141","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","75","291","98"
"BZN|DK2","05.10.2021 09:00 - 05.10.2021 10:00 (CET)","195","n/e","n/e","114","135","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","63","384","81"
"BZN|DK2","05.10.2021 10:00 - 05.10.2021 11:00 (CET)","229","n/e","n/e","103","99","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","59","311","111"
"BZN|DK2","05.10.2021 11:00 - 05.10.2021 12:00 (CET)","268","n/e","n/e","123","107","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","60","278","158"
"BZN|DK2","05.10.2021 12:00 - 05.10.2021 13:00 (CET)","353","n/e","n/e","122","100","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","60","279","138"
"BZN|DK2","05.10.2021 13:00 - 05.10.2021 14:00 (CET)","406","n/e","n/e","123","100","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","59","429","104"
"BZN|DK2","05.10.2021 14:00 - 05.10.2021 15:00 (CET)","454","n/e","n/e","122","100","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","61","619","113"
"BZN|DK2","05.10.2021 15:00 - 05.10.2021 16:00 (CET)","514","n/e","n/e","124","102","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","56","656","116"
"BZN|DK2","05.10.2021 16:00 - 05.10.2021 17:00 (CET)","519","n/e","n/e","135","116","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","60","643","104"
"BZN|DK2","05.10.2021 17:00 - 05.10.2021 18:00 (CET)","529","n/e","n/e","140","124","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","64","650","136"
"BZN|DK2","05.10.2021 18:00 - 05.10.2021 19:00 (CET)","542","n/e","n/e","143","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","537","133"
"BZN|DK2","05.10.2021 19:00 - 05.10.2021 20:00 (CET)","540","n/e","n/e","143","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","404","94"
"BZN|DK2","05.10.2021 20:00 - 05.10.2021 21:00 (CET)","541","n/e","n/e","146","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","431","51"
"BZN|DK2","05.10.2021 21:00 - 05.10.2021 22:00 (CET)","504","n/e","n/e","147","135","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","397","40"
"BZN|DK2","05.10.2021 22:00 - 05.10.2021 23:00 (CET)","350","n/e","n/e","93","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","425","38"
"BZN|DK2","05.10.2021 23:00 - 06.10.2021 00:00 (CET)","457","n/e","n/e","82","132","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","661","52"
"BZN|DK2","06.10.2021 00:00 - 06.10.2021 01:00 (CET)","380","n/e","n/e","80","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","530","100"
"BZN|DK2","06.10.2021 01:00 - 06.10.2021 02:00 (CET)","509","n/e","n/e","79","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","532","87"
"BZN|DK2","06.10.2021 02:00 - 06.10.2021 03:00 (CET)","524","n/e","n/e","79","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","446","88"
"BZN|DK2","06.10.2021 03:00 - 06.10.2021 04:00 (CET)","307","n/e","n/e","79","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","302","91"
"BZN|DK2","06.10.2021 04:00 - 06.10.2021 05:00 (CET)","304","n/e","n/e","80","130","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","340","118"
"BZN|DK2","06.10.2021 05:00 - 06.10.2021 06:00 (CET)","515","n/e","n/e","79","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","336","145"
"BZN|DK2","06.10.2021 06:00 - 06.10.2021 07:00 (CET)","387","n/e","n/e","83","134","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","337","152"
"BZN|DK2","06.10.2021 07:00 - 06.10.2021 08:00 (CET)","501","n/e","n/e","84","136","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","383","178"
"BZN|DK2","06.10.2021 08:00 - 06.10.2021 09:00 (CET)","551","n/e","n/e","86","140","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20","66","353","153"
"BZN|DK2","06.10.2021 09:00 - 06.10.2021 10:00 (CET)","552","n/e","n/e","91","148","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","67","68","441","141"
"BZN|DK2","06.10.2021 10:00 - 06.10.2021 11:00 (CET)","550","n/e","n/e","89","145","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","65","420","160"
"BZN|DK2","06.10.2021 11:00 - 06.10.2021 12:00 (CET)","552","n/e","n/e","87","141","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","68","357","137"
"BZN|DK2","06.10.2021 12:00 - 06.10.2021 13:00 (CET)","558","n/e","n/e","82","134","59","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","144","57","315","98"
"BZN|DK2","06.10.2021 13:00 - 06.10.2021 14:00 (CET)","565","n/e","n/e","90","147","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","168","66","284","81"
"BZN|DK2","06.10.2021 14:00 - 06.10.2021 15:00 (CET)","554","n/e","n/e","100","150","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","148","66","189","63"
"BZN|DK2","06.10.2021 15:00 - 06.10.2021 16:00 (CET)","655","n/e","n/e","101","151","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","67","112","48"
"BZN|DK2","06.10.2021 16:00 - 06.10.2021 17:00 (CET)","644","n/e","n/e","99","145","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","65","46","31"
"BZN|DK2","06.10.2021 17:00 - 06.10.2021 18:00 (CET)","684","n/e","n/e","98","141","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","66","20","31"
"BZN|DK2","06.10.2021 18:00 - 06.10.2021 19:00 (CET)","688","n/e","n/e","99","142","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","66","9","40"
"BZN|DK2","06.10.2021 19:00 - 06.10.2021 20:00 (CET)","686","n/e","n/e","104","145","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","21","40"
"BZN|DK2","06.10.2021 20:00 - 06.10.2021 21:00 (CET)","675","n/e","n/e","99","146","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","20","39"
"BZN|DK2","06.10.2021 21:00 - 06.10.2021 22:00 (CET)","564","n/e","n/e","99","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","37","49"
"BZN|DK2","06.10.2021 22:00 - 06.10.2021 23:00 (CET)","564","n/e","n/e","119","158","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","84","59","56"
"BZN|DK2","06.10.2021 23:00 - 07.10.2021 00:00 (CET)","590","n/e","n/e","93","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","74","49"
"BZN|DK2","07.10.2021 00:00 - 07.10.2021 01:00 (CET)","568","n/e","n/e","80","131","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","32","42"
"BZN|DK2","07.10.2021 01:00 - 07.10.2021 02:00 (CET)","543","n/e","n/e","77","126","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","4","27"
"BZN|DK2","07.10.2021 02:00 - 07.10.2021 03:00 (CET)","519","n/e","n/e","75","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","0","21"
"BZN|DK2","07.10.2021 03:00 - 07.10.2021 04:00 (CET)","557","n/e","n/e","73","119","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","0","19"
"BZN|DK2","07.10.2021 04:00 - 07.10.2021 05:00 (CET)","581","n/e","n/e","79","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","0","20"
"BZN|DK2","07.10.2021 05:00 - 07.10.2021 06:00 (CET)","567","n/e","n/e","83","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","0","16"
"BZN|DK2","07.10.2021 06:00 - 07.10.2021 07:00 (CET)","611","n/e","n/e","136","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","0","15"
"BZN|DK2","07.10.2021 07:00 - 07.10.2021 08:00 (CET)","685","n/e","n/e","171","155","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","68","0","18"
"BZN|DK2","07.10.2021 08:00 - 07.10.2021 09:00 (CET)","686","n/e","n/e","197","175","107","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","33","87","2","17"
"BZN|DK2","07.10.2021 09:00 - 07.10.2021 10:00 (CET)","685","n/e","n/e","170","160","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","102","68","2","16"
"BZN|DK2","07.10.2021 10:00 - 07.10.2021 11:00 (CET)","631","n/e","n/e","167","156","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","68","0","14"
"BZN|DK2","07.10.2021 11:00 - 07.10.2021 12:00 (CET)","506","n/e","n/e","158","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","68","0","15"
"BZN|DK2","07.10.2021 12:00 - 07.10.2021 13:00 (CET)","569","n/e","n/e","158","140","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","247","68","0","22"
"BZN|DK2","07.10.2021 13:00 - 07.10.2021 14:00 (CET)","523","n/e","n/e","152","133","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","271","69","0","21"
"BZN|DK2","07.10.2021 14:00 - 07.10.2021 15:00 (CET)","419","n/e","n/e","156","139","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","271","68","0","18"
"BZN|DK2","07.10.2021 15:00 - 07.10.2021 16:00 (CET)","568","n/e","n/e","148","138","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","67","1","18"
"BZN|DK2","07.10.2021 16:00 - 07.10.2021 17:00 (CET)","580","n/e","n/e","155","145","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","69","1","19"
"BZN|DK2","07.10.2021 17:00 - 07.10.2021 18:00 (CET)","581","n/e","n/e","165","151","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","63","69","1","18"
"BZN|DK2","07.10.2021 18:00 - 07.10.2021 19:00 (CET)","599","n/e","n/e","172","154","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","67","10","17"
"BZN|DK2","07.10.2021 19:00 - 07.10.2021 20:00 (CET)","635","n/e","n/e","173","160","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","11","17"
